"","GEOID","age","estimate"
"8224","484530018494","50 to 54 years",62
"8225","484530018494","55 to 59 years",53
"8226","484530018494","60 and 61 years",27
"8227","484530018494","62 to 64 years",24
"8228","484530018494","65 and 66 years",0
"8229","484530018494","67 to 69 years",35
"8230","484530018494","70 to 74 years",21
"8231","484530018494","75 to 79 years",0
"8232","484530018494","80 to 84 years",0
"8233","484530018494","85 years and over",0
"8234","484530018494","Under 5 years",174
"8235","484530018501","10 to 14 years",0
"8236","484530018501","15 to 17 years",0
"8237","484530018501","18 and 19 years",0
"8238","484530018501","20 years",6
"8239","484530018501","21 years",0
"8240","484530018501","22 to 24 years",50
"8241","484530018501","25 to 29 years",150
"8242","484530018501","30 to 34 years",20
"8243","484530018501","35 to 39 years",78
"8244","484530018501","40 to 44 years",75
"8245","484530018501","45 to 49 years",27
"8246","484530018501","5 to 9 years",13
"8247","484530018501","50 to 54 years",24
"8248","484530018501","55 to 59 years",14
"8249","484530018501","60 and 61 years",37
"8250","484530018501","62 to 64 years",44
"8251","484530018501","65 and 66 years",0
"8252","484530018501","67 to 69 years",27
"8253","484530018501","70 to 74 years",3
"8254","484530018501","75 to 79 years",3
"8255","484530018501","80 to 84 years",16
"8256","484530018501","85 years and over",18
"8257","484530018501","Under 5 years",80
"8258","484530018502","10 to 14 years",0
"8259","484530018502","15 to 17 years",0
"8260","484530018502","18 and 19 years",0
"8261","484530018502","20 years",0
"8262","484530018502","21 years",0
"8263","484530018502","22 to 24 years",0
"8264","484530018502","25 to 29 years",82
"8265","484530018502","30 to 34 years",98
"8266","484530018502","35 to 39 years",168
"8267","484530018502","40 to 44 years",187
"8268","484530018502","45 to 49 years",109
"8269","484530018502","5 to 9 years",46
"8270","484530018502","50 to 54 years",130
"8271","484530018502","55 to 59 years",0
"8272","484530018502","60 and 61 years",25
"8273","484530018502","62 to 64 years",0
"8274","484530018502","65 and 66 years",0
"8275","484530018502","67 to 69 years",70
"8276","484530018502","70 to 74 years",19
"8277","484530018502","75 to 79 years",0
"8278","484530018502","80 to 84 years",0
"8279","484530018502","85 years and over",0
"8280","484530018502","Under 5 years",114
"8281","484530018503","10 to 14 years",0
"8282","484530018503","15 to 17 years",0
"8283","484530018503","18 and 19 years",75
"8284","484530018503","20 years",42
"8285","484530018503","21 years",0
"8286","484530018503","22 to 24 years",117
"8287","484530018503","25 to 29 years",451
"8288","484530018503","30 to 34 years",183
"8289","484530018503","35 to 39 years",192
"8290","484530018503","40 to 44 years",61
"8291","484530018503","45 to 49 years",118
"8292","484530018503","5 to 9 years",93
"8293","484530018503","50 to 54 years",184
"8294","484530018503","55 to 59 years",17
"8295","484530018503","60 and 61 years",17
"8296","484530018503","62 to 64 years",105
"8297","484530018503","65 and 66 years",0
"8298","484530018503","67 to 69 years",145
"8299","484530018503","70 to 74 years",76
"8300","484530018503","75 to 79 years",0
"8301","484530018503","80 to 84 years",0
"8302","484530018503","85 years and over",0
"8303","484530018503","Under 5 years",113
"8304","484530018511","10 to 14 years",148
"8305","484530018511","15 to 17 years",160
"8306","484530018511","18 and 19 years",59
"8307","484530018511","20 years",0
"8308","484530018511","21 years",0
"8309","484530018511","22 to 24 years",96
"8310","484530018511","25 to 29 years",100
"8311","484530018511","30 to 34 years",368
"8312","484530018511","35 to 39 years",245
"8313","484530018511","40 to 44 years",28
"8314","484530018511","45 to 49 years",148
"8315","484530018511","5 to 9 years",226
"8316","484530018511","50 to 54 years",397
"8317","484530018511","55 to 59 years",158
"8318","484530018511","60 and 61 years",83
"8319","484530018511","62 to 64 years",73
"8320","484530018511","65 and 66 years",44
"8321","484530018511","67 to 69 years",0
"8322","484530018511","70 to 74 years",52
"8323","484530018511","75 to 79 years",0
"8324","484530018511","80 to 84 years",0
"8325","484530018511","85 years and over",0
"8326","484530018511","Under 5 years",277
"8327","484530018512","10 to 14 years",179
"8328","484530018512","15 to 17 years",169
"8329","484530018512","18 and 19 years",127
"8330","484530018512","20 years",0
"8331","484530018512","21 years",0
"8332","484530018512","22 to 24 years",0
"8333","484530018512","25 to 29 years",98
"8334","484530018512","30 to 34 years",454
"8335","484530018512","35 to 39 years",156
"8336","484530018512","40 to 44 years",292
"8337","484530018512","45 to 49 years",335
"8338","484530018512","5 to 9 years",309
"8339","484530018512","50 to 54 years",87
"8340","484530018512","55 to 59 years",42
"8341","484530018512","60 and 61 years",71
"8342","484530018512","62 to 64 years",149
"8343","484530018512","65 and 66 years",17
"8344","484530018512","67 to 69 years",26
"8345","484530018512","70 to 74 years",100
"8346","484530018512","75 to 79 years",68
"8347","484530018512","80 to 84 years",26
"8348","484530018512","85 years and over",90
"8349","484530018512","Under 5 years",210
"8350","484530018513","10 to 14 years",146
"8351","484530018513","15 to 17 years",50
"8352","484530018513","18 and 19 years",70
"8353","484530018513","20 years",52
"8354","484530018513","21 years",70
"8355","484530018513","22 to 24 years",113
"8356","484530018513","25 to 29 years",235
"8357","484530018513","30 to 34 years",65
"8358","484530018513","35 to 39 years",416
"8359","484530018513","40 to 44 years",141
"8360","484530018513","45 to 49 years",144
"8361","484530018513","5 to 9 years",41
"8362","484530018513","50 to 54 years",247
"8363","484530018513","55 to 59 years",135
"8364","484530018513","60 and 61 years",25
"8365","484530018513","62 to 64 years",43
"8366","484530018513","65 and 66 years",208
"8367","484530018513","67 to 69 years",43
"8368","484530018513","70 to 74 years",116
"8369","484530018513","75 to 79 years",38
"8370","484530018513","80 to 84 years",16
"8371","484530018513","85 years and over",0
"8372","484530018513","Under 5 years",147
"8373","484530018514","10 to 14 years",117
"8374","484530018514","15 to 17 years",13
"8375","484530018514","18 and 19 years",0
"8376","484530018514","20 years",47
"8377","484530018514","21 years",8
"8378","484530018514","22 to 24 years",50
"8379","484530018514","25 to 29 years",283
"8380","484530018514","30 to 34 years",64
"8381","484530018514","35 to 39 years",246
"8382","484530018514","40 to 44 years",265
"8383","484530018514","45 to 49 years",169
"8384","484530018514","5 to 9 years",106
"8385","484530018514","50 to 54 years",109
"8386","484530018514","55 to 59 years",75
"8387","484530018514","60 and 61 years",33
"8388","484530018514","62 to 64 years",0
"8389","484530018514","65 and 66 years",26
"8390","484530018514","67 to 69 years",0
"8391","484530018514","70 to 74 years",0
"8392","484530018514","75 to 79 years",0
"8393","484530018514","80 to 84 years",0
"8394","484530018514","85 years and over",0
"8395","484530018514","Under 5 years",164
"8396","484530018531","10 to 14 years",43
"8397","484530018531","15 to 17 years",40
"8398","484530018531","18 and 19 years",42
"8399","484530018531","20 years",0
"8400","484530018531","21 years",11
"8401","484530018531","22 to 24 years",59
"8402","484530018531","25 to 29 years",97
"8403","484530018531","30 to 34 years",216
"8404","484530018531","35 to 39 years",159
"8405","484530018531","40 to 44 years",163
"8406","484530018531","45 to 49 years",87
"8407","484530018531","5 to 9 years",109
"8408","484530018531","50 to 54 years",137
"8409","484530018531","55 to 59 years",207
"8410","484530018531","60 and 61 years",49
"8411","484530018531","62 to 64 years",20
"8412","484530018531","65 and 66 years",40
"8413","484530018531","67 to 69 years",45
"8414","484530018531","70 to 74 years",24
"8415","484530018531","75 to 79 years",24
"8416","484530018531","80 to 84 years",29
"8417","484530018531","85 years and over",0
"8418","484530018531","Under 5 years",179
"8419","484530018532","10 to 14 years",74
"8420","484530018532","15 to 17 years",65
"8421","484530018532","18 and 19 years",20
"8422","484530018532","20 years",19
"8423","484530018532","21 years",0
"8424","484530018532","22 to 24 years",29
"8425","484530018532","25 to 29 years",131
"8426","484530018532","30 to 34 years",115
"8427","484530018532","35 to 39 years",93
"8428","484530018532","40 to 44 years",111
"8429","484530018532","45 to 49 years",109
"8430","484530018532","5 to 9 years",107
"8431","484530018532","50 to 54 years",102
"8432","484530018532","55 to 59 years",100
"8433","484530018532","60 and 61 years",85
"8434","484530018532","62 to 64 years",56
"8435","484530018532","65 and 66 years",28
"8436","484530018532","67 to 69 years",35
"8437","484530018532","70 to 74 years",103
"8438","484530018532","75 to 79 years",33
"8439","484530018532","80 to 84 years",0
"8440","484530018532","85 years and over",18
"8441","484530018532","Under 5 years",123
"8442","484530018541","10 to 14 years",215
"8443","484530018541","15 to 17 years",80
"8444","484530018541","18 and 19 years",81
"8445","484530018541","20 years",12
"8446","484530018541","21 years",41
"8447","484530018541","22 to 24 years",62
"8448","484530018541","25 to 29 years",319
"8449","484530018541","30 to 34 years",199
"8450","484530018541","35 to 39 years",290
"8451","484530018541","40 to 44 years",67
"8452","484530018541","45 to 49 years",208
"8453","484530018541","5 to 9 years",278
"8454","484530018541","50 to 54 years",24
"8455","484530018541","55 to 59 years",186
"8456","484530018541","60 and 61 years",93
"8457","484530018541","62 to 64 years",80
"8458","484530018541","65 and 66 years",87
"8459","484530018541","67 to 69 years",17
"8460","484530018541","70 to 74 years",28
"8461","484530018541","75 to 79 years",76
"8462","484530018541","80 to 84 years",17
"8463","484530018541","85 years and over",18
"8464","484530018541","Under 5 years",258
"8465","484530018542","10 to 14 years",249
"8466","484530018542","15 to 17 years",133
"8467","484530018542","18 and 19 years",25
"8468","484530018542","20 years",22
"8469","484530018542","21 years",26
"8470","484530018542","22 to 24 years",34
"8471","484530018542","25 to 29 years",245
"8472","484530018542","30 to 34 years",418
"8473","484530018542","35 to 39 years",107
"8474","484530018542","40 to 44 years",189
"8475","484530018542","45 to 49 years",80
"8476","484530018542","5 to 9 years",230
"8477","484530018542","50 to 54 years",104
"8478","484530018542","55 to 59 years",114
"8479","484530018542","60 and 61 years",12
"8480","484530018542","62 to 64 years",47
"8481","484530018542","65 and 66 years",42
"8482","484530018542","67 to 69 years",18
"8483","484530018542","70 to 74 years",8
"8484","484530018542","75 to 79 years",21
"8485","484530018542","80 to 84 years",10
"8486","484530018542","85 years and over",0
"8487","484530018542","Under 5 years",211
"8488","484530018543","10 to 14 years",242
"8489","484530018543","15 to 17 years",88
"8490","484530018543","18 and 19 years",0
"8491","484530018543","20 years",11
"8492","484530018543","21 years",13
"8493","484530018543","22 to 24 years",27
"8494","484530018543","25 to 29 years",165
"8495","484530018543","30 to 34 years",300
"8496","484530018543","35 to 39 years",315
"8497","484530018543","40 to 44 years",192
"8498","484530018543","45 to 49 years",245
"8499","484530018543","5 to 9 years",283
"8500","484530018543","50 to 54 years",119
"8501","484530018543","55 to 59 years",62
"8502","484530018543","60 and 61 years",4
"8503","484530018543","62 to 64 years",36
"8504","484530018543","65 and 66 years",56
"8505","484530018543","67 to 69 years",42
"8506","484530018543","70 to 74 years",22
"8507","484530018543","75 to 79 years",42
"8508","484530018543","80 to 84 years",36
"8509","484530018543","85 years and over",17
"8510","484530018543","Under 5 years",529
"8511","484530018551","10 to 14 years",415
"8512","484530018551","15 to 17 years",92
"8513","484530018551","18 and 19 years",134
"8514","484530018551","20 years",11
"8515","484530018551","21 years",0
"8516","484530018551","22 to 24 years",80
"8517","484530018551","25 to 29 years",188
"8518","484530018551","30 to 34 years",231
"8519","484530018551","35 to 39 years",178
"8520","484530018551","40 to 44 years",170
"8521","484530018551","45 to 49 years",417
"8522","484530018551","5 to 9 years",58
"8523","484530018551","50 to 54 years",292
"8524","484530018551","55 to 59 years",110
"8525","484530018551","60 and 61 years",107
"8526","484530018551","62 to 64 years",74
"8527","484530018551","65 and 66 years",64
"8528","484530018551","67 to 69 years",15
"8529","484530018551","70 to 74 years",0
"8530","484530018551","75 to 79 years",25
"8531","484530018551","80 to 84 years",34
"8532","484530018551","85 years and over",0
"8533","484530018551","Under 5 years",169
"8534","484530018552","10 to 14 years",228
"8535","484530018552","15 to 17 years",338
"8536","484530018552","18 and 19 years",51
"8537","484530018552","20 years",0
"8538","484530018552","21 years",0
"8539","484530018552","22 to 24 years",77
"8540","484530018552","25 to 29 years",191
"8541","484530018552","30 to 34 years",450
"8542","484530018552","35 to 39 years",381
"8543","484530018552","40 to 44 years",266
"8544","484530018552","45 to 49 years",311
"8545","484530018552","5 to 9 years",555
